province_code,province_name,district_code,district_name,ward_code,ward_name,ward_type,full_address
70,Bình Phước,692,Lộc Ninh,25280,Lộc Thạnh,Xã,"Xã Lộc Thạnh, Huyện Lộc Ninh, Tỉnh Bình Phước"
70,Bình Phước,692,Lộc Ninh,25294,Lộc Thành,Xã,"Xã Lộc Thành, Huyện Lộc Ninh, Tỉnh Bình Phước"
70,Bình Phước,692,Lộc Ninh,25285,Lộc Thiện,Xã,"Xã Lộc Thiện, Huyện Lộc Ninh, Tỉnh Bình Phước"
70,Bình Phước,692,Lộc Ninh,25305,Lộc Thịnh,Xã,"Xã Lộc Thịnh, Huyện Lộc Ninh, Tỉnh Bình Phước"
70,Bình Phước,692,Lộc Ninh,25288,Lộc Thuận,Xã,"Xã Lộc Thuận, Huyện Lộc Ninh, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25244,Bình Sơn,Xã,"Xã Bình Sơn, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25243,Bình Tân,Xã,"Xã Bình Tân, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25252,Bù Nho,Xã,"Xã Bù Nho, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25240,Long Bình,Xã,"Xã Long Bình, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25255,Long Hà,Xã,"Xã Long Hà, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25246,Long Hưng,Xã,"Xã Long Hưng, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25258,Long Tân,Xã,"Xã Long Tân, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25264,Phú Riềng,Xã,"Xã Phú Riềng, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25261,Phú Trung,Xã,"Xã Phú Trung, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,698,Phú Riềng,25250,Phước Tân,Xã,"Xã Phước Tân, Huyện Phú Riềng, Tỉnh Bình Phước"
70,Bình Phước,688,Phước Long,25245,Long Giang,Xã,"Xã Long Giang, Thị xã Phước Long, Tỉnh Bình Phước"
70,Bình Phước,688,Phước Long,25220,Long Phước,Phường,"Phường Long Phước, Thị xã Phước Long, Tỉnh Bình Phước"
70,Bình Phước,688,Phước Long,25217,Long Thủy,Phường,"Phường Long Thủy, Thị xã Phước Long, Tỉnh Bình Phước"
70,Bình Phước,688,Phước Long,25219,Phước Bình,Phường,"Phường Phước Bình, Thị xã Phước Long, Tỉnh Bình Phước"
70,Bình Phước,688,Phước Long,25249,Phước Tín,Xã,"Xã Phước Tín, Thị xã Phước Long, Tỉnh Bình Phước"
70,Bình Phước,688,Phước Long,25237,Sơn Giang,Phường,"Phường Sơn Giang, Thị xã Phước Long, Tỉnh Bình Phước"
70,Bình Phước,688,Phước Long,25216,Thác Mơ,Phường,"Phường Thác Mơ, Thị xã Phước Long, Tỉnh Bình Phước"
60,Bình Thuận,596,Bắc Bình,23014,Bình An,Xã,"Xã Bình An, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23047,Bình Tân,Xã,"Xã Bình Tân, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23005,Chợ Lầu,Thị trấn,"Thị trấn Chợ Lầu, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23020,Hải Ninh,Xã,"Xã Hải Ninh, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23053,Hòa Thắng,Xã,"Xã Hòa Thắng, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23056,Hồng Phong,Xã,"Xã Hồng Phong, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23041,Hồng Thái,Xã,"Xã Hồng Thái, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23032,Lương Sơn,Thị trấn,"Thị trấn Lương Sơn, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23017,Phan Điền,Xã,"Xã Phan Điền, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23044,Phan Hiệp,Xã,"Xã Phan Hiệp, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23035,Phan Hòa,Xã,"Xã Phan Hòa, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23011,Phan Lâm,Xã,"Xã Phan Lâm, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23050,Phan Rí Thành,Xã,"Xã Phan Rí Thành, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23008,Phan Sơn,Xã,"Xã Phan Sơn, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23038,Phan Thanh,Xã,"Xã Phan Thanh, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23026,Phan Tiến,Xã,"Xã Phan Tiến, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23029,Sông Bình,Xã,"Xã Sông Bình, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,596,Bắc Bình,23023,Sông Lũy,Xã,"Xã Sông Lũy, Huyện Bắc Bình, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23197,Đa Kai,Xã,"Xã Đa Kai, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23224,Đông Hà,Xã,"Xã Đông Hà, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23212,Đức Hạnh,Xã,"Xã Đức Hạnh, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23194,Đức Tài,Thị trấn,"Thị trấn Đức Tài, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23215,Đức Tín,Xã,"Xã Đức Tín, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23203,Mê Pu,Xã,"Xã Mê Pu, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23206,Nam Chính,Xã,"Xã Nam Chính, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23200,Sùng Nhơn,Xã,"Xã Sùng Nhơn, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23221,Tân Hà,Xã,"Xã Tân Hà, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23227,Trà Tân,Xã,"Xã Trà Tân, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23191,Võ Xu,Thị trấn,"Thị trấn Võ Xu, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,600,Đức Linh,23218,Vũ Hoà,Xã,"Xã Vũ Hoà, Huyện Đức Linh, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23266,Sơn Mỹ,Xã,"Xã Sơn Mỹ, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23239,Sông Phan,Xã,"Xã Sông Phan, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23251,Tân Đức,Xã,"Xã Tân Đức, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23257,Tân Hà,Xã,"Xã Tân Hà, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23230,Tân Minh,Thị trấn,"Thị trấn Tân Minh, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23236,Tân Nghĩa,Thị trấn,"Thị trấn Tân Nghĩa, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23242,Tân Phúc,Xã,"Xã Tân Phúc, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23254,Tân Thắng,Xã,"Xã Tân Thắng, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23260,Tân Xuân,Xã,"Xã Tân Xuân, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,601,Hàm Tân,23255,Thắng Hải,Xã,"Xã Thắng Hải, Huyện Hàm Tân, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23107,Đa Mi,Xã,"Xã Đa Mi, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23074,Đông Giang,Xã,"Xã Đông Giang, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23068,Đông Tiến,Xã,"Xã Đông Tiến, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23098,Hàm Chính,Xã,"Xã Hàm Chính, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23092,Hàm Đức,Xã,"Xã Hàm Đức, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23101,Hàm Hiệp,Xã,"Xã Hàm Hiệp, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23095,Hàm Liêm,Xã,"Xã Hàm Liêm, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23077,Hàm Phú,Xã,"Xã Hàm Phú, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23104,Hàm Thắng,Xã,"Xã Hàm Thắng, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23089,Hàm Trí,Xã,"Xã Hàm Trí, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23080,Hồng Liêm,Xã,"Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23086,Hồng Sơn,Xã,"Xã Hồng Sơn, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23065,La Dạ,Xã,"Xã La Dạ, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23059,Ma Lâm,Thị trấn,"Thị trấn Ma Lâm, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23062,Phú Long,Thị trấn,"Thị trấn Phú Long, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23071,Thuận Hòa,Xã,"Xã Thuận Hòa, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,597,Hàm Thuận Bắc,23083,Thuận Minh,Xã,"Xã Thuận Minh, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23116,Hàm Cần,Xã,"Xã Hàm Cần, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23128,Hàm Cường,Xã,"Xã Hàm Cường, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23125,Hàm Kiệm,Xã,"Xã Hàm Kiệm, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23137,Hàm Minh,Xã,"Xã Hàm Minh, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23131,Hàm Mỹ,Xã,"Xã Hàm Mỹ, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23122,Hàm Thạnh,Xã,"Xã Hàm Thạnh, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23119,Mương Mán,Xã,"Xã Mương Mán, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23113,Mỹ Thạnh,Xã,"Xã Mỹ Thạnh, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23134,Tân Lập,Xã,"Xã Tân Lập, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23146,Tân Thành,Xã,"Xã Tân Thành, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23143,Tân Thuận,Xã,"Xã Tân Thuận, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23110,Thuận Nam,Thị trấn,"Thị trấn Thuận Nam, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,598,Hàm Thuận Nam,23140,Thuận Quý,Xã,"Xã Thuận Quý, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23237,Bình Tân,Phường,"Phường Bình Tân, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23231,Phước Hội,Phường,"Phường Phước Hội, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23232,Phước Lộc,Phường,"Phường Phước Lộc, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23235,Tân An,Phường,"Phường Tân An, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23248,Tân Bình,Xã,"Xã Tân Bình, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23245,Tân Hải,Xã,"Xã Tân Hải, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23268,Tân Phước,Xã,"Xã Tân Phước, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23234,Tân Thiện,Phường,"Phường Tân Thiện, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,594,La Gi,23246,Tân Tiến,Xã,"Xã Tân Tiến, Thị xã La Gi, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22951,Bình Hưng,Phường,"Phường Bình Hưng, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22954,Đức Long,Phường,"Phường Đức Long, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22918,Hàm Tiến,Phường,"Phường Hàm Tiến, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22945,Lạc Đạo,Phường,"Phường Lạc Đạo, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22915,Mũi Né,Phường,"Phường Mũi Né, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22960,Phong Nẫm,Xã,"Xã Phong Nẫm, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22921,Phú Hài,Phường,"Phường Phú Hài, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22927,Phú Tài,Phường,"Phường Phú Tài, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22924,Phú Thủy,Phường,"Phường Phú Thủy, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22930,Phú Trinh,Phường,"Phường Phú Trinh, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22936,Thanh Hải,Phường,"Phường Thanh Hải, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22957,Thiện Nghiệp,Xã,"Xã Thiện Nghiệp, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22963,Tiến Lợi,Xã,"Xã Tiến Lợi, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22966,Tiến Thành,Xã,"Xã Tiến Thành, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,593,Phan Thiết,22933,Xuân An,Phường,"Phường Xuân An, Thành phố Phan Thiết, Tỉnh Bình Thuận"
60,Bình Thuận,602,Phú Quí,23275,Long Hải,Xã,"Xã Long Hải, Huyện Phú Quí, Tỉnh Bình Thuận"
60,Bình Thuận,602,Phú Quí,23272,Ngũ Phụng,Xã,"Xã Ngũ Phụng, Huyện Phú Quí, Tỉnh Bình Thuận"
60,Bình Thuận,602,Phú Quí,23278,Tam Thanh,Xã,"Xã Tam Thanh, Huyện Phú Quí, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23152,Bắc Ruộng,Xã,"Xã Bắc Ruộng, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23173,Đồng Kho,Xã,"Xã Đồng Kho, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23179,Đức Bình,Xã,"Xã Đức Bình, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23170,Đức Phú,Xã,"Xã Đức Phú, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23185,Đức Thuận,Xã,"Xã Đức Thuận, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23176,Gia An,Xã,"Xã Gia An, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23182,Gia Huynh,Xã,"Xã Gia Huynh, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23164,Huy Khiêm,Xã,"Xã Huy Khiêm, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23161,La Ngâu,Xã,"Xã La Ngâu, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23149,Lạc Tánh,Thị trấn,"Thị trấn Lạc Tánh, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23167,Măng Tố,Xã,"Xã Măng Tố, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23158,Nghị Đức,Xã,"Xã Nghị Đức, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,599,Tánh Linh,23188,Suối Kiết,Xã,"Xã Suối Kiết, Huyện Tánh Linh, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22999,Bình Thạnh,Xã,"Xã Bình Thạnh, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22996,Chí Công,Xã,"Xã Chí Công, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22993,Hòa Minh,Xã,"Xã Hòa Minh, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22969,Liên Hương,Thị trấn,"Thị trấn Liên Hương, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22975,Phan Dũng,Xã,"Xã Phan Dũng, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22972,Phan Rí Cửa,Thị trấn,"Thị trấn Phan Rí Cửa, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22978,Phong Phú,Xã,"Xã Phong Phú, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22987,Phú Lạc,Xã,"Xã Phú Lạc, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22990,Phước Thể,Xã,"Xã Phước Thể, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22981,Vĩnh Hảo,Xã,"Xã Vĩnh Hảo, Huyện Tuy Phong, Tỉnh Bình Thuận"
60,Bình Thuận,595,Tuy Phong,22984,Vĩnh Tân,Xã,"Xã Vĩnh Tân, Huyện Tuy Phong, Tỉnh Bình Thuận"
96,Cà Mau,964,Cà Mau,32005,1,Phường,"Phường 1, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32002,2,Phường,"Phường 2, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32008,5,Phường,"Phường 5, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32017,6,Phường,"Phường 6, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32020,7,Phường,"Phường 7, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32014,8,Phường,"Phường 8, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,31999,9,Phường,"Phường 9, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32023,An Xuyên,Xã,"Xã An Xuyên, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32035,Định Bình,Xã,"Xã Định Bình, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32041,Hòa Tân,Xã,"Xã Hòa Tân, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32038,Hòa Thành,Xã,"Xã Hòa Thành, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32032,Lý Văn Lâm,Xã,"Xã Lý Văn Lâm, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32029,Tắc Vân,Xã,"Xã Tắc Vân, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32025,Tân Thành,Phường,"Phường Tân Thành, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32026,Tân Thành,Xã,"Xã Tân Thành, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,964,Cà Mau,32022,Tân Xuyên,Phường,"Phường Tân Xuyên, Thành phố Cà Mau, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32128,Cái Nước,Thị trấn,"Thị trấn Cái Nước, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32142,Đông Hưng,Xã,"Xã Đông Hưng, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32143,Đông Thới,Xã,"Xã Đông Thới, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32141,Hoà Mỹ,Xã,"Xã Hoà Mỹ, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32140,Hưng Mỹ,Xã,"Xã Hưng Mỹ, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32131,Lương Thế Trân,Xã,"Xã Lương Thế Trân, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32134,Phú Hưng,Xã,"Xã Phú Hưng, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32137,Tân Hưng,Xã,"Xã Tân Hưng, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32146,Tân Hưng Đông,Xã,"Xã Tân Hưng Đông, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32130,Thạnh Phú,Xã,"Xã Thạnh Phú, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,969,Cái Nước,32149,Trần Thới,Xã,"Xã Trần Thới, Huyện Cái Nước, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32152,Đầm Dơi,Thị trấn,"Thị trấn Đầm Dơi, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32186,Ngọc Chánh,Xã,"Xã Ngọc Chánh, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32188,Nguyễn Huân,Xã,"Xã Nguyễn Huân, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32182,Quách Phẩm,Xã,"Xã Quách Phẩm, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32179,Quách Phẩm Bắc,Xã,"Xã Quách Phẩm Bắc, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32155,Tạ An Khương,Xã,"Xã Tạ An Khương, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32158,Tạ An Khương Đông,Xã,"Xã Tạ An Khương Đông, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32170,Tạ An Khương Nam,Xã,"Xã Tạ An Khương Nam, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32174,Tân Dân,Xã,"Xã Tân Dân, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32173,Tân Duyệt,Xã,"Xã Tân Duyệt, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32164,Tân Đức,Xã,"Xã Tân Đức, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32167,Tân Thuận,Xã,"Xã Tân Thuận, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32176,Tân Tiến,Xã,"Xã Tân Tiến, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32162,Tân Trung,Xã,"Xã Tân Trung, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32185,Thanh Tùng,Xã,"Xã Thanh Tùng, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,970,Đầm Dơi,32161,Trần Phán,Xã,"Xã Trần Phán, Huyện Đầm Dơi, Tỉnh Cà Mau"
96,Cà Mau,971,Năm Căn,32200,Đất Mới,Xã,"Xã Đất Mới, Huyện Năm Căn, Tỉnh Cà Mau"
