province_code,province_name,district_code,district_name,ward_code,ward_name,ward_type,full_address
91,Kiên Giang,906,Giồng Riềng,30925,Ngọc Thành,Xã,"Xã Ngọc Thành, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,906,Giồng Riềng,30931,Ngọc Thuận,Xã,"Xã Ngọc Thuận, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,906,Giồng Riềng,30917,Thạnh Bình,Xã,"Xã Thạnh Bình, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,906,Giồng Riềng,30916,Thạnh Hòa,Xã,"Xã Thạnh Hòa, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,906,Giồng Riềng,30907,Thạnh Hưng,Xã,"Xã Thạnh Hưng, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,906,Giồng Riềng,30913,Thạnh Lộc,Xã,"Xã Thạnh Lộc, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,906,Giồng Riềng,30910,Thạnh Phước,Xã,"Xã Thạnh Phước, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,906,Giồng Riềng,30947,Vĩnh Phú,Xã,"Xã Vĩnh Phú, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,906,Giồng Riềng,30946,Vĩnh Thạnh,Xã,"Xã Vĩnh Thạnh, Huyện Giồng Riềng, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30964,Định An,Xã,"Xã Định An, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30958,Định Hòa,Xã,"Xã Định Hòa, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30952,Gò Quao,Thị trấn,"Thị trấn Gò Quao, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30961,Thới Quản,Xã,"Xã Thới Quản, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30967,Thủy Liễu,Xã,"Xã Thủy Liễu, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30955,Vĩnh Hòa Hưng Bắc,Xã,"Xã Vĩnh Hòa Hưng Bắc, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30970,Vĩnh Hòa Hưng Nam,Xã,"Xã Vĩnh Hòa Hưng Nam, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30973,Vĩnh Phước A,Xã,"Xã Vĩnh Phước A, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30976,Vĩnh Phước B,Xã,"Xã Vĩnh Phước B, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30982,Vĩnh Thắng,Xã,"Xã Vĩnh Thắng, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,907,Gò Quao,30979,Vĩnh Tuy,Xã,"Xã Vĩnh Tuy, Huyện Gò Quao, Tỉnh Kiên Giang"
91,Kiên Giang,900,Hà Tiên,30772,Bình San,Phường,"Phường Bình San, Thành phố Hà Tiên, Tỉnh Kiên Giang"
91,Kiên Giang,900,Hà Tiên,30769,Đông Hồ,Phường,"Phường Đông Hồ, Thành phố Hà Tiên, Tỉnh Kiên Giang"
91,Kiên Giang,900,Hà Tiên,30778,Mỹ Đức,Phường,"Phường Mỹ Đức, Thành phố Hà Tiên, Tỉnh Kiên Giang"
91,Kiên Giang,900,Hà Tiên,30775,Pháo Đài,Phường,"Phường Pháo Đài, Thành phố Hà Tiên, Tỉnh Kiên Giang"
91,Kiên Giang,900,Hà Tiên,30784,Thuận Yên,Xã,"Xã Thuận Yên, Thành phố Hà Tiên, Tỉnh Kiên Giang"
91,Kiên Giang,900,Hà Tiên,30781,Tiên Hải,Xã,"Xã Tiên Hải, Thành phố Hà Tiên, Tỉnh Kiên Giang"
91,Kiên Giang,900,Hà Tiên,30766,Tô Châu,Phường,"Phường Tô Châu, Thành phố Hà Tiên, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30826,Bình Giang,Xã,"Xã Bình Giang, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30823,Bình Sơn,Xã,"Xã Bình Sơn, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30817,Hòn Đất,Thị trấn,"Thị trấn Hòn Đất, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30840,Lình Huỳnh,Xã,"Xã Lình Huỳnh, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30832,Mỹ Hiệp Sơn,Xã,"Xã Mỹ Hiệp Sơn, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30844,Mỹ Lâm,Xã,"Xã Mỹ Lâm, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30847,Mỹ Phước,Xã,"Xã Mỹ Phước, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30828,Mỹ Thái,Xã,"Xã Mỹ Thái, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30838,Mỹ Thuận,Xã,"Xã Mỹ Thuận, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30829,Nam Thái Sơn,Xã,"Xã Nam Thái Sơn, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30820,Sóc Sơn,Thị trấn,"Thị trấn Sóc Sơn, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30836,Sơn Bình,Xã,"Xã Sơn Bình, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30835,Sơn Kiên,Xã,"Xã Sơn Kiên, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,903,Hòn Đất,30841,Thổ Sơn,Xã,"Xã Thổ Sơn, Huyện Hòn Đất, Tỉnh Kiên Giang"
91,Kiên Giang,912,Kiên Hải,31114,An Sơn,Xã,"Xã An Sơn, Huyện Kiên Hải, Tỉnh Kiên Giang"
91,Kiên Giang,912,Kiên Hải,31108,Hòn Tre,Xã,"Xã Hòn Tre, Huyện Kiên Hải, Tỉnh Kiên Giang"
91,Kiên Giang,912,Kiên Hải,31111,Lại Sơn,Xã,"Xã Lại Sơn, Huyện Kiên Hải, Tỉnh Kiên Giang"
91,Kiên Giang,912,Kiên Hải,31115,Nam Du,Xã,"Xã Nam Du, Huyện Kiên Hải, Tỉnh Kiên Giang"
91,Kiên Giang,902,Kiên Lương,30808,Bình An,Xã,"Xã Bình An, Huyện Kiên Lương, Tỉnh Kiên Giang"
91,Kiên Giang,902,Kiên Lương,30809,Bình Trị,Xã,"Xã Bình Trị, Huyện Kiên Lương, Tỉnh Kiên Giang"
91,Kiên Giang,902,Kiên Lương,30805,Dương Hòa,Xã,"Xã Dương Hòa, Huyện Kiên Lương, Tỉnh Kiên Giang"
91,Kiên Giang,902,Kiên Lương,30802,Hòa Điền,Xã,"Xã Hòa Điền, Huyện Kiên Lương, Tỉnh Kiên Giang"
91,Kiên Giang,902,Kiên Lương,30814,Hòn Nghệ,Xã,"Xã Hòn Nghệ, Huyện Kiên Lương, Tỉnh Kiên Giang"
91,Kiên Giang,902,Kiên Lương,30790,Kiên Bình,Xã,"Xã Kiên Bình, Huyện Kiên Lương, Tỉnh Kiên Giang"
91,Kiên Giang,902,Kiên Lương,30787,Kiên Lương,Thị trấn,"Thị trấn Kiên Lương, Huyện Kiên Lương, Tỉnh Kiên Giang"
91,Kiên Giang,902,Kiên Lương,30811,Sơn Hải,Xã,"Xã Sơn Hải, Huyện Kiên Lương, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31081,An Thới,Phường,"Phường An Thới, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31102,Bãi Thơm,Xã,"Xã Bãi Thơm, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31084,Cửa Cạn,Xã,"Xã Cửa Cạn, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31090,Cửa Dương,Xã,"Xã Cửa Dương, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31078,Dương Đông,Phường,"Phường Dương Đông, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31096,Dương Tơ,Xã,"Xã Dương Tơ, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31087,Gành Dầu,Xã,"Xã Gành Dầu, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31093,Hàm Ninh,Xã,"Xã Hàm Ninh, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,911,Phú Quốc,31105,Thổ Châu,Xã,"Xã Thổ Châu, Thành phố Phú Quốc, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30751,An Bình,Phường,"Phường An Bình, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30748,An Hòa,Phường,"Phường An Hòa, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30763,Phi Thông,Xã,"Xã Phi Thông, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30754,Rạch Sỏi,Phường,"Phường Rạch Sỏi, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30739,Vĩnh Hiệp,Phường,"Phường Vĩnh Hiệp, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30745,Vĩnh Lạc,Phường,"Phường Vĩnh Lạc, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30757,Vĩnh Lợi,Phường,"Phường Vĩnh Lợi, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30736,Vĩnh Quang,Phường,"Phường Vĩnh Quang, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30733,Vĩnh Thanh,Phường,"Phường Vĩnh Thanh, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30742,Vĩnh Thanh Vân,Phường,"Phường Vĩnh Thanh Vân, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,899,Rạch Giá,30760,Vĩnh Thông,Phường,"Phường Vĩnh Thông, Thành phố Rạch Giá, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30871,Tân An,Xã,"Xã Tân An, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30850,Tân Hiệp,Thị trấn,"Thị trấn Tân Hiệp, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30868,Tân Hiệp A,Xã,"Xã Tân Hiệp A, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30859,Tân Hiệp B,Xã,"Xã Tân Hiệp B, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30860,Tân Hoà,Xã,"Xã Tân Hoà, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30853,Tân Hội,Xã,"Xã Tân Hội, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30856,Tân Thành,Xã,"Xã Tân Thành, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30865,Thạnh Đông,Xã,"Xã Thạnh Đông, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30874,Thạnh Đông A,Xã,"Xã Thạnh Đông A, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30862,Thạnh Đông B,Xã,"Xã Thạnh Đông B, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,904,Tân Hiệp,30877,Thạnh Trị,Xã,"Xã Thạnh Trị, Huyện Tân Hiệp, Tỉnh Kiên Giang"
91,Kiên Giang,913,U Minh Thượng,31027,An Minh Bắc,Xã,"Xã An Minh Bắc, Huyện U Minh Thượng, Tỉnh Kiên Giang"
91,Kiên Giang,913,U Minh Thượng,31057,Hoà Chánh,Xã,"Xã Hoà Chánh, Huyện U Minh Thượng, Tỉnh Kiên Giang"
91,Kiên Giang,913,U Minh Thượng,31066,Minh Thuận,Xã,"Xã Minh Thuận, Huyện U Minh Thượng, Tỉnh Kiên Giang"
91,Kiên Giang,913,U Minh Thượng,31012,Thạnh Yên,Xã,"Xã Thạnh Yên, Huyện U Minh Thượng, Tỉnh Kiên Giang"
91,Kiên Giang,913,U Minh Thượng,31015,Thạnh Yên A,Xã,"Xã Thạnh Yên A, Huyện U Minh Thượng, Tỉnh Kiên Giang"
91,Kiên Giang,913,U Minh Thượng,31054,Vĩnh Hòa,Xã,"Xã Vĩnh Hòa, Huyện U Minh Thượng, Tỉnh Kiên Giang"
91,Kiên Giang,910,Vĩnh Thuận,31064,Bình Minh,Xã,"Xã Bình Minh, Huyện Vĩnh Thuận, Tỉnh Kiên Giang"
91,Kiên Giang,910,Vĩnh Thuận,31074,Phong Đông,Xã,"Xã Phong Đông, Huyện Vĩnh Thuận, Tỉnh Kiên Giang"
91,Kiên Giang,910,Vĩnh Thuận,31072,Tân Thuận,Xã,"Xã Tân Thuận, Huyện Vĩnh Thuận, Tỉnh Kiên Giang"
91,Kiên Giang,910,Vĩnh Thuận,31060,Vĩnh Bình Bắc,Xã,"Xã Vĩnh Bình Bắc, Huyện Vĩnh Thuận, Tỉnh Kiên Giang"
91,Kiên Giang,910,Vĩnh Thuận,31063,Vĩnh Bình Nam,Xã,"Xã Vĩnh Bình Nam, Huyện Vĩnh Thuận, Tỉnh Kiên Giang"
91,Kiên Giang,910,Vĩnh Thuận,31075,Vĩnh Phong,Xã,"Xã Vĩnh Phong, Huyện Vĩnh Thuận, Tỉnh Kiên Giang"
91,Kiên Giang,910,Vĩnh Thuận,31051,Vĩnh Thuận,Thị trấn,"Thị trấn Vĩnh Thuận, Huyện Vĩnh Thuận, Tỉnh Kiên Giang"
91,Kiên Giang,910,Vĩnh Thuận,31069,Vĩnh Thuận,Xã,"Xã Vĩnh Thuận, Huyện Vĩnh Thuận, Tỉnh Kiên Giang"
62,Kon Tum,610,Đắk Glei,23344,Đắk Blô,Xã,"Xã Đắk Blô, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23356,Đắk Choong,Xã,"Xã Đắk Choong, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23341,Đắk Glei,Thị trấn,"Thị trấn Đắk Glei, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23371,Đắk KRoong,Xã,"Xã Đắk KRoong, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23368,Đắk Long,Xã,"Xã Đắk Long, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23347,Đắk Man,Xã,"Xã Đắk Man, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23374,Đắk Môn,Xã,"Xã Đắk Môn, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23350,Đắk Nhoong,Xã,"Xã Đắk Nhoong, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23353,Đắk Pék,Xã,"Xã Đắk Pék, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23362,Mường Hoong,Xã,"Xã Mường Hoong, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23365,Ngọc Linh,Xã,"Xã Ngọc Linh, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,610,Đắk Glei,23359,Xốp,Xã,"Xã Xốp, Huyện Đắk Glei, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23500,Đắk Hà,Thị trấn,"Thị trấn Đắk Hà, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23506,Đắk HRing,Xã,"Xã Đắk HRing, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23524,Đắk La,Xã,"Xã Đắk La, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23504,Đăk Long,Xã,"Xã Đăk Long, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23512,Đắk Mar,Xã,"Xã Đắk Mar, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23510,Đăk Ngọk,Xã,"Xã Đăk Ngọk, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23503,Đắk PXi,Xã,"Xã Đắk PXi, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23509,Đắk Ui,Xã,"Xã Đắk Ui, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23521,Hà Mòn,Xã,"Xã Hà Mòn, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23518,Ngok Réo,Xã,"Xã Ngok Réo, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,615,Đắk Hà,23515,Ngok Wang,Xã,"Xã Ngok Wang, Huyện Đắk Hà, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23440,Diên Bình,Xã,"Xã Diên Bình, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23427,Đắk Rơ Nga,Xã,"Xã Đắk Rơ Nga, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23401,Đắk Tô,Thị trấn,"Thị trấn Đắk Tô, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23430,Đắk Trăm,Xã,"Xã Đắk Trăm, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23434,Kon Đào,Xã,"Xã Kon Đào, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23428,Ngọk Tụ,Xã,"Xã Ngọk Tụ, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23443,Pô Kô,Xã,"Xã Pô Kô, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23437,Tân Cảnh,Xã,"Xã Tân Cảnh, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,612,Đắk Tô,23431,Văn Lem,Xã,"Xã Văn Lem, Huyện Đắk Tô, Tỉnh Kon Tum"
62,Kon Tum,618,Ia H' Drai,23537,Ia Dom,Xã,"Xã Ia Dom, Huyện Ia H' Drai, Tỉnh Kon Tum"
62,Kon Tum,618,Ia H' Drai,23535,Ia Đal,Xã,"Xã Ia Đal, Huyện Ia H' Drai, Tỉnh Kon Tum"
62,Kon Tum,618,Ia H' Drai,23538,Ia Tơi,Xã,"Xã Ia Tơi, Huyện Ia H' Drai, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23452,Đắk Nên,Xã,"Xã Đắk Nên, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23455,Đắk Ring,Xã,"Xã Đắk Ring, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23461,Đắk Tăng,Xã,"Xã Đắk Tăng, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23476,Hiếu,Xã,"Xã Hiếu, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23458,Măng Bút,Xã,"Xã Măng Bút, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23470,Măng Cành,Xã,"Xã Măng Cành, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23473,Măng Đen,Thị trấn,"Thị trấn Măng Đen, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23464,Ngok Tem,Xã,"Xã Ngok Tem, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,613,Kon Plông,23467,Pờ Ê,Xã,"Xã Pờ Ê, Huyện Kon Plông, Tỉnh Kon Tum"
62,Kon Tum,614,Kon Rẫy,23482,Đắk Kôi,Xã,"Xã Đắk Kôi, Huyện Kon Rẫy, Tỉnh Kon Tum"
62,Kon Tum,614,Kon Rẫy,23491,Đắk Pne,Xã,"Xã Đắk Pne, Huyện Kon Rẫy, Tỉnh Kon Tum"
62,Kon Tum,614,Kon Rẫy,23488,Đắk Ruồng,Xã,"Xã Đắk Ruồng, Huyện Kon Rẫy, Tỉnh Kon Tum"
62,Kon Tum,614,Kon Rẫy,23479,Đắk Rve,Thị trấn,"Thị trấn Đắk Rve, Huyện Kon Rẫy, Tỉnh Kon Tum"
62,Kon Tum,614,Kon Rẫy,23485,Đắk Tơ Lung,Xã,"Xã Đắk Tơ Lung, Huyện Kon Rẫy, Tỉnh Kon Tum"
62,Kon Tum,614,Kon Rẫy,23494,Đắk Tờ Re,Xã,"Xã Đắk Tờ Re, Huyện Kon Rẫy, Tỉnh Kon Tum"
62,Kon Tum,614,Kon Rẫy,23497,Tân Lập,Xã,"Xã Tân Lập, Huyện Kon Rẫy, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23332,Chư Hreng,Xã,"Xã Chư Hreng, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23284,Duy Tân,Phường,"Phường Duy Tân, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23323,Đắk Blà,Xã,"Xã Đắk Blà, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23311,Đắk Cấm,Xã,"Xã Đắk Cấm, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23327,Đăk Năng,Xã,"Xã Đăk Năng, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23335,Đắk Rơ Wa,Xã,"Xã Đắk Rơ Wa, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23329,Đoàn Kết,Xã,"Xã Đoàn Kết, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23338,Hòa Bình,Xã,"Xã Hòa Bình, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23326,Ia Chim,Xã,"Xã Ia Chim, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23314,Kroong,Xã,"Xã Kroong, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23302,Lê Lợi,Phường,"Phường Lê Lợi, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23296,Ngô Mây,Phường,"Phường Ngô Mây, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23317,Ngọk Bay,Xã,"Xã Ngọk Bay, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23305,Nguyễn Trãi,Phường,"Phường Nguyễn Trãi, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23281,Quang Trung,Phường,"Phường Quang Trung, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23287,Quyết Thắng,Phường,"Phường Quyết Thắng, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23293,Thắng Lợi,Phường,"Phường Thắng Lợi, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23299,Thống Nhất,Phường,"Phường Thống Nhất, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23308,Trần Hưng Đạo,Phường,"Phường Trần Hưng Đạo, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23290,Trường Chinh,Phường,"Phường Trường Chinh, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,608,Kon Tum,23320,Vinh Quang,Xã,"Xã Vinh Quang, Thành phố Kon Tum, Tỉnh Kon Tum"
62,Kon Tum,611,Ngọc Hồi,23380,Đắk Ang,Xã,"Xã Đắk Ang, Huyện Ngọc Hồi, Tỉnh Kon Tum"
62,Kon Tum,611,Ngọc Hồi,23383,Đắk Dục,Xã,"Xã Đắk Dục, Huyện Ngọc Hồi, Tỉnh Kon Tum"
62,Kon Tum,611,Ngọc Hồi,23392,Đắk Kan,Xã,"Xã Đắk Kan, Huyện Ngọc Hồi, Tỉnh Kon Tum"
62,Kon Tum,611,Ngọc Hồi,23386,Đắk Nông,Xã,"Xã Đắk Nông, Huyện Ngọc Hồi, Tỉnh Kon Tum"
62,Kon Tum,611,Ngọc Hồi,23389,Đắk Xú,Xã,"Xã Đắk Xú, Huyện Ngọc Hồi, Tỉnh Kon Tum"
62,Kon Tum,611,Ngọc Hồi,23377,Plei Kần,Thị trấn,"Thị trấn Plei Kần, Huyện Ngọc Hồi, Tỉnh Kon Tum"
62,Kon Tum,611,Ngọc Hồi,23395,Pờ Y,Xã,"Xã Pờ Y , Huyện Ngọc Hồi, Tỉnh Kon Tum"
62,Kon Tum,611,Ngọc Hồi,23398,Sa Loong,Xã,"Xã Sa Loong, Huyện Ngọc Hồi, Tỉnh Kon Tum"
62,Kon Tum,616,Sa Thầy,23534,Hơ Moong,Xã,"Xã Hơ Moong, Huyện Sa Thầy, Tỉnh Kon Tum"
62,Kon Tum,616,Sa Thầy,23536,Mô Rai,Xã,"Xã Mô Rai, Huyện Sa Thầy, Tỉnh Kon Tum"
62,Kon Tum,616,Sa Thầy,23530,Rơ Kơi,Xã,"Xã Rơ Kơi, Huyện Sa Thầy, Tỉnh Kon Tum"
62,Kon Tum,616,Sa Thầy,23545,Sa Bình,Xã,"Xã Sa Bình, Huyện Sa Thầy, Tỉnh Kon Tum"
62,Kon Tum,616,Sa Thầy,23542,Sa Nghĩa,Xã,"Xã Sa Nghĩa, Huyện Sa Thầy, Tỉnh Kon Tum"
62,Kon Tum,616,Sa Thầy,23533,Sa Nhơn,Xã,"Xã Sa Nhơn, Huyện Sa Thầy, Tỉnh Kon Tum"
62,Kon Tum,616,Sa Thầy,23539,Sa Sơn,Xã,"Xã Sa Sơn, Huyện Sa Thầy, Tỉnh Kon Tum"
