province_code,province_name,ward_code,ward_name,ward_type,full_address
11,Điện Biên,03164,Quảng Lâm,Xã,"Xã Quảng Lâm, Tỉnh Điện Biên"
11,Điện Biên,03356,Sam Mứn,Xã,"Xã Sam Mứn, Tỉnh Điện Biên"
11,Điện Biên,03244,Sáng Nhè,Xã,"Xã Sáng Nhè, Tỉnh Điện Biên"
11,Điện Biên,03199,Si Pa Phìn,Xã,"Xã Si Pa Phìn, Tỉnh Điện Biên"
11,Điện Biên,03226,Sín Chải,Xã,"Xã Sín Chải, Tỉnh Điện Biên"
11,Điện Biên,03158,Sín Thầu,Xã,"Xã Sín Thầu, Tỉnh Điện Biên"
11,Điện Biên,03241,Sính Phình,Xã,"Xã Sính Phình, Tỉnh Điện Biên"
11,Điện Biên,03352,Thanh An,Xã,"Xã Thanh An, Tỉnh Điện Biên"
11,Điện Biên,03328,Thanh Nưa,Xã,"Xã Thanh Nưa, Tỉnh Điện Biên"
11,Điện Biên,03349,Thanh Yên,Xã,"Xã Thanh Yên, Tỉnh Điện Biên"
11,Điện Biên,03385,Tìa Dình,Xã,"Xã Tìa Dình, Tỉnh Điện Biên"
11,Điện Biên,03217,Tủa Chùa,Xã,"Xã Tủa Chùa, Tỉnh Điện Biên"
11,Điện Biên,03220,Tủa Thàng,Xã,"Xã Tủa Thàng, Tỉnh Điện Biên"
11,Điện Biên,03253,Tuần Giáo,Xã,"Xã Tuần Giáo, Tỉnh Điện Biên"
11,Điện Biên,03208,Xa Dung,Xã,"Xã Xa Dung, Tỉnh Điện Biên"
75,Đồng Nai,25333,An Lộc,Phường,"Phường An Lộc, Tỉnh Đồng Nai"
75,Đồng Nai,26383,An Phước,Xã,"Xã An Phước, Tỉnh Đồng Nai"
75,Đồng Nai,26296,An Viễn,Xã,"Xã An Viễn, Tỉnh Đồng Nai"
75,Đồng Nai,26098,Bảo Vinh,Phường,"Phường Bảo Vinh, Tỉnh Đồng Nai"
75,Đồng Nai,26254,Bàu Hàm,Xã,"Xã Bàu Hàm, Tỉnh Đồng Nai"
75,Đồng Nai,26068,Biên Hòa,Phường,"Phường Biên Hòa, Tỉnh Đồng Nai"
75,Đồng Nai,26389,Bình An,Xã,"Xã Bình An, Tỉnh Đồng Nai"
75,Đồng Nai,26089,Bình Lộc,Phường,"Phường Bình Lộc, Tỉnh Đồng Nai"
75,Đồng Nai,25326,Bình Long,Phường,"Phường Bình Long, Tỉnh Đồng Nai"
75,Đồng Nai,26278,Bình Minh,Xã,"Xã Bình Minh, Tỉnh Đồng Nai"
75,Đồng Nai,25195,Bình Phước,Phường,"Phường Bình Phước, Tỉnh Đồng Nai"
75,Đồng Nai,25246,Bình Tân,Xã,"Xã Bình Tân, Tỉnh Đồng Nai"
75,Đồng Nai,25405,Bom Bo,Xã,"Xã Bom Bo, Tỉnh Đồng Nai"
75,Đồng Nai,25396,Bù Đăng,Xã,"Xã Bù Đăng, Tỉnh Đồng Nai"
75,Đồng Nai,25222,Bù Gia Mập,Xã,"Xã Bù Gia Mập, Tỉnh Đồng Nai"
75,Đồng Nai,26341,Cẩm Mỹ,Xã,"Xã Cẩm Mỹ, Tỉnh Đồng Nai"
75,Đồng Nai,25432,Chơn Thành,Phường,"Phường Chơn Thành, Tỉnh Đồng Nai"
75,Đồng Nai,26326,Dầu Giây,Xã,"Xã Dầu Giây, Tỉnh Đồng Nai"
75,Đồng Nai,25231,Đa Kia,Xã,"Xã Đa Kia, Tỉnh Đồng Nai"
75,Đồng Nai,26491,Đại Phước,Xã,"Xã Đại Phước, Tỉnh Đồng Nai"
75,Đồng Nai,26119,Đak Lua,Xã,"Xã Đak Lua, Tỉnh Đồng Nai"
75,Đồng Nai,25399,Đak Nhau,Xã,"Xã Đak Nhau, Tỉnh Đồng Nai"
75,Đồng Nai,25225,Đăk Ơ,Xã,"Xã Đăk Ơ, Tỉnh Đồng Nai"
75,Đồng Nai,26206,Định Quán,Xã,"Xã Định Quán, Tỉnh Đồng Nai"
75,Đồng Nai,25363,Đồng Phú,Xã,"Xã Đồng Phú, Tỉnh Đồng Nai"
75,Đồng Nai,25390,Đồng Tâm,Xã,"Xã Đồng Tâm, Tỉnh Đồng Nai"
75,Đồng Nai,25210,Đồng Xoài,Phường,"Phường Đồng Xoài, Tỉnh Đồng Nai"
75,Đồng Nai,26311,Gia Kiệm,Xã,"Xã Gia Kiệm, Tỉnh Đồng Nai"
75,Đồng Nai,26113,Hàng Gòn,Phường,"Phường Hàng Gòn, Tỉnh Đồng Nai"
75,Đồng Nai,26005,Hố Nai,Phường,"Phường Hố Nai, Tỉnh Đồng Nai"
75,Đồng Nai,25309,Hưng Phước,Xã,"Xã Hưng Phước, Tỉnh Đồng Nai"
75,Đồng Nai,26281,Hưng Thịnh,Xã,"Xã Hưng Thịnh, Tỉnh Đồng Nai"
75,Đồng Nai,26227,La Ngà,Xã,"Xã La Ngà, Tỉnh Đồng Nai"
75,Đồng Nai,25303,Lộc Hưng,Xã,"Xã Lộc Hưng, Tỉnh Đồng Nai"
75,Đồng Nai,25270,Lộc Ninh,Xã,"Xã Lộc Ninh, Tỉnh Đồng Nai"
75,Đồng Nai,25292,Lộc Quang,Xã,"Xã Lộc Quang, Tỉnh Đồng Nai"
75,Đồng Nai,25279,Lộc Tấn,Xã,"Xã Lộc Tấn, Tỉnh Đồng Nai"
75,Đồng Nai,25294,Lộc Thành,Xã,"Xã Lộc Thành, Tỉnh Đồng Nai"
75,Đồng Nai,25280,Lộc Thạnh,Xã,"Xã Lộc Thạnh, Tỉnh Đồng Nai"
75,Đồng Nai,26020,Long Bình,Phường,"Phường Long Bình, Tỉnh Đồng Nai"
75,Đồng Nai,25255,Long Hà,Xã,"Xã Long Hà, Tỉnh Đồng Nai"
75,Đồng Nai,26380,Long Hưng,Phường,"Phường Long Hưng, Tỉnh Đồng Nai"
75,Đồng Nai,26080,Long Khánh,Phường,"Phường Long Khánh, Tỉnh Đồng Nai"
75,Đồng Nai,26413,Long Phước,Xã,"Xã Long Phước, Tỉnh Đồng Nai"
75,Đồng Nai,26368,Long Thành,Xã,"Xã Long Thành, Tỉnh Đồng Nai"
75,Đồng Nai,25349,Minh Đức,Xã,"Xã Minh Đức, Tỉnh Đồng Nai"
75,Đồng Nai,25441,Minh Hưng,Phường,"Phường Minh Hưng, Tỉnh Đồng Nai"
75,Đồng Nai,26122,Nam Cát Tiên,Xã,"Xã Nam Cát Tiên, Tỉnh Đồng Nai"
75,Đồng Nai,25417,Nghĩa Trung,Xã,"Xã Nghĩa Trung, Tỉnh Đồng Nai"
75,Đồng Nai,25450,Nha Bích,Xã,"Xã Nha Bích, Tỉnh Đồng Nai"
75,Đồng Nai,26485,Nhơn Trạch,Xã,"Xã Nhơn Trạch, Tỉnh Đồng Nai"
75,Đồng Nai,26221,Phú Hòa,Xã,"Xã Phú Hòa, Tỉnh Đồng Nai"
75,Đồng Nai,26158,Phú Lâm,Xã,"Xã Phú Lâm, Tỉnh Đồng Nai"
75,Đồng Nai,26173,Phú Lý,Xã,"Xã Phú Lý, Tỉnh Đồng Nai"
75,Đồng Nai,25267,Phú Nghĩa,Xã,"Xã Phú Nghĩa, Tỉnh Đồng Nai"
75,Đồng Nai,25252,Phú Riềng,Xã,"Xã Phú Riềng, Tỉnh Đồng Nai"
75,Đồng Nai,25261,Phú Trung,Xã,"Xã Phú Trung, Tỉnh Đồng Nai"
75,Đồng Nai,26215,Phú Vinh,Xã,"Xã Phú Vinh, Tỉnh Đồng Nai"
75,Đồng Nai,26503,Phước An,Xã,"Xã Phước An, Tỉnh Đồng Nai"
75,Đồng Nai,25220,Phước Bình,Phường,"Phường Phước Bình, Tỉnh Đồng Nai"
75,Đồng Nai,25217,Phước Long,Phường,"Phường Phước Long, Tỉnh Đồng Nai"
75,Đồng Nai,25420,Phước Sơn,Xã,"Xã Phước Sơn, Tỉnh Đồng Nai"
75,Đồng Nai,26377,Phước Tân,Phường,"Phường Phước Tân, Tỉnh Đồng Nai"
75,Đồng Nai,26422,Phước Thái,Xã,"Xã Phước Thái, Tỉnh Đồng Nai"
75,Đồng Nai,26362,Sông Ray,Xã,"Xã Sông Ray, Tỉnh Đồng Nai"
75,Đồng Nai,26134,Tà Lài,Xã,"Xã Tà Lài, Tỉnh Đồng Nai"
75,Đồng Nai,26017,Tam Hiệp,Phường,"Phường Tam Hiệp, Tỉnh Đồng Nai"
75,Đồng Nai,26374,Tam Phước,Phường,"Phường Tam Phước, Tỉnh Đồng Nai"
75,Đồng Nai,26179,Tân An,Xã,"Xã Tân An, Tỉnh Đồng Nai"
75,Đồng Nai,25345,Tân Hưng,Xã,"Xã Tân Hưng, Tỉnh Đồng Nai"
75,Đồng Nai,25357,Tân Khai,Xã,"Xã Tân Khai, Tỉnh Đồng Nai"
75,Đồng Nai,25378,Tân Lợi,Xã,"Xã Tân Lợi, Tỉnh Đồng Nai"
75,Đồng Nai,26116,Tân Phú,Xã,"Xã Tân Phú, Tỉnh Đồng Nai"
75,Đồng Nai,25351,Tân Quan,Xã,"Xã Tân Quan, Tỉnh Đồng Nai"
75,Đồng Nai,25318,Tân Tiến,Xã,"Xã Tân Tiến, Tỉnh Đồng Nai"
75,Đồng Nai,26188,Tân Triều,Phường,"Phường Tân Triều, Tỉnh Đồng Nai"
75,Đồng Nai,26209,Thanh Sơn,Xã,"Xã Thanh Sơn, Tỉnh Đồng Nai"
75,Đồng Nai,25308,Thiện Hưng,Xã,"Xã Thiện Hưng, Tỉnh Đồng Nai"
75,Đồng Nai,25402,Thọ Sơn,Xã,"Xã Thọ Sơn, Tỉnh Đồng Nai"
75,Đồng Nai,26299,Thống Nhất,Xã,"Xã Thống Nhất, Tỉnh Đồng Nai"
75,Đồng Nai,25387,Thuận Lợi,Xã,"Xã Thuận Lợi, Tỉnh Đồng Nai"
75,Đồng Nai,26041,Trấn Biên,Phường,"Phường Trấn Biên, Tỉnh Đồng Nai"
75,Đồng Nai,26248,Trảng Bom,Xã,"Xã Trảng Bom, Tỉnh Đồng Nai"
75,Đồng Nai,25993,Trảng Dài,Phường,"Phường Trảng Dài, Tỉnh Đồng Nai"
75,Đồng Nai,26170,Trị An,Xã,"Xã Trị An, Tỉnh Đồng Nai"
75,Đồng Nai,26428,Xuân Bắc,Xã,"Xã Xuân Bắc, Tỉnh Đồng Nai"
75,Đồng Nai,26461,Xuân Định,Xã,"Xã Xuân Định, Tỉnh Đồng Nai"
75,Đồng Nai,26359,Xuân Đông,Xã,"Xã Xuân Đông, Tỉnh Đồng Nai"
75,Đồng Nai,26347,Xuân Đường,Xã,"Xã Xuân Đường, Tỉnh Đồng Nai"
75,Đồng Nai,26446,Xuân Hòa,Xã,"Xã Xuân Hòa, Tỉnh Đồng Nai"
75,Đồng Nai,26104,Xuân Lập,Phường,"Phường Xuân Lập, Tỉnh Đồng Nai"
75,Đồng Nai,26425,Xuân Lộc,Xã,"Xã Xuân Lộc, Tỉnh Đồng Nai"
75,Đồng Nai,26458,Xuân Phú,Xã,"Xã Xuân Phú, Tỉnh Đồng Nai"
75,Đồng Nai,26332,Xuân Quế,Xã,"Xã Xuân Quế, Tỉnh Đồng Nai"
75,Đồng Nai,26434,Xuân Thành,Xã,"Xã Xuân Thành, Tỉnh Đồng Nai"
82,Đồng Tháp,29954,An Bình,Phường,"Phường An Bình, Tỉnh Đồng Tháp"
82,Đồng Tháp,30019,An Hòa,Xã,"Xã An Hòa, Tỉnh Đồng Tháp"
82,Đồng Tháp,28429,An Hữu,Xã,"Xã An Hữu, Tỉnh Đồng Tháp"
82,Đồng Tháp,30028,An Long,Xã,"Xã An Long, Tỉnh Đồng Tháp"
82,Đồng Tháp,29944,An Phước,Xã,"Xã An Phước, Tỉnh Đồng Tháp"
82,Đồng Tháp,28633,An Thạnh Thủy,Xã,"Xã An Thạnh Thủy, Tỉnh Đồng Tháp"
82,Đồng Tháp,30085,Ba Sao,Xã,"Xã Ba Sao, Tỉnh Đồng Tháp"
82,Đồng Tháp,30118,Bình Hàng Trung,Xã,"Xã Bình Hàng Trung, Tỉnh Đồng Tháp"
82,Đồng Tháp,28648,Bình Ninh,Xã,"Xã Bình Ninh, Tỉnh Đồng Tháp"
82,Đồng Tháp,28471,Bình Phú,Xã,"Xã Bình Phú, Tỉnh Đồng Tháp"
82,Đồng Tháp,30163,Bình Thành,Xã,"Xã Bình Thành, Tỉnh Đồng Tháp"
82,Đồng Tháp,28564,Bình Trưng,Xã,"Xã Bình Trưng, Tỉnh Đồng Tháp"
82,Đồng Tháp,28315,Bình Xuân,Phường,"Phường Bình Xuân, Tỉnh Đồng Tháp"
82,Đồng Tháp,28360,Cái Bè,Xã,"Xã Cái Bè, Tỉnh Đồng Tháp"
82,Đồng Tháp,28439,Cai Lậy,Phường,"Phường Cai Lậy, Tỉnh Đồng Tháp"
82,Đồng Tháp,29869,Cao Lãnh,Phường,"Phường Cao Lãnh, Tỉnh Đồng Tháp"
82,Đồng Tháp,28519,Châu Thành,Xã,"Xã Châu Thành, Tỉnh Đồng Tháp"
82,Đồng Tháp,28594,Chợ Gạo,Xã,"Xã Chợ Gạo, Tỉnh Đồng Tháp"
82,Đồng Tháp,28249,Đạo Thạnh,Phường,"Phường Đạo Thạnh, Tỉnh Đồng Tháp"
82,Đồng Tháp,30061,Đốc Binh Kiều,Xã,"Xã Đốc Binh Kiều, Tỉnh Đồng Tháp"
82,Đồng Tháp,28660,Đồng Sơn,Xã,"Xã Đồng Sơn, Tỉnh Đồng Tháp"
82,Đồng Tháp,28720,Gia Thuận,Xã,"Xã Gia Thuận, Tỉnh Đồng Tháp"
82,Đồng Tháp,28306,Gò Công,Phường,"Phường Gò Công, Tỉnh Đồng Tháp"
82,Đồng Tháp,28747,Gò Công Đông,Xã,"Xã Gò Công Đông, Tỉnh Đồng Tháp"
82,Đồng Tháp,28366,Hậu Mỹ,Xã,"Xã Hậu Mỹ, Tỉnh Đồng Tháp"
82,Đồng Tháp,28501,Hiệp Đức,Xã,"Xã Hiệp Đức, Tỉnh Đồng Tháp"
82,Đồng Tháp,30208,Hòa Long,Xã,"Xã Hòa Long, Tỉnh Đồng Tháp"
82,Đồng Tháp,28393,Hội Cư,Xã,"Xã Hội Cư, Tỉnh Đồng Tháp"
82,Đồng Tháp,29955,Hồng Ngự,Phường,"Phường Hồng Ngự, Tỉnh Đồng Tháp"
82,Đồng Tháp,28336,Hưng Thạnh,Xã,"Xã Hưng Thạnh, Tỉnh Đồng Tháp"
82,Đồng Tháp,28582,Kim Sơn,Xã,"Xã Kim Sơn, Tỉnh Đồng Tháp"
82,Đồng Tháp,30226,Lai Vung,Xã,"Xã Lai Vung, Tỉnh Đồng Tháp"
82,Đồng Tháp,30169,Lấp Vò,Xã,"Xã Lấp Vò, Tỉnh Đồng Tháp"
82,Đồng Tháp,28687,Long Bình,Xã,"Xã Long Bình, Tỉnh Đồng Tháp"
82,Đồng Tháp,28543,Long Định,Xã,"Xã Long Định, Tỉnh Đồng Tháp"
82,Đồng Tháp,28537,Long Hưng,Xã,"Xã Long Hưng, Tỉnh Đồng Tháp"
82,Đồng Tháp,29983,Long Khánh,Xã,"Xã Long Khánh, Tỉnh Đồng Tháp"
82,Đồng Tháp,29992,Long Phú Thuận,Xã,"Xã Long Phú Thuận, Tỉnh Đồng Tháp"
82,Đồng Tháp,28297,Long Thuận,Phường,"Phường Long Thuận, Tỉnh Đồng Tháp"
82,Đồng Tháp,28504,Long Tiên,Xã,"Xã Long Tiên, Tỉnh Đồng Tháp"
82,Đồng Tháp,28615,Lương Hòa Lạc,Xã,"Xã Lương Hòa Lạc, Tỉnh Đồng Tháp"
82,Đồng Tháp,30178,Mỹ An Hưng,Xã,"Xã Mỹ An Hưng, Tỉnh Đồng Tháp"
82,Đồng Tháp,28405,Mỹ Đức Tây,Xã,"Xã Mỹ Đức Tây, Tỉnh Đồng Tháp"
82,Đồng Tháp,30112,Mỹ Hiệp,Xã,"Xã Mỹ Hiệp, Tỉnh Đồng Tháp"
82,Đồng Tháp,28414,Mỹ Lợi,Xã,"Xã Mỹ Lợi, Tỉnh Đồng Tháp"
82,Đồng Tháp,29884,Mỹ Ngãi,Phường,"Phường Mỹ Ngãi, Tỉnh Đồng Tháp"
82,Đồng Tháp,28273,Mỹ Phong,Phường,"Phường Mỹ Phong, Tỉnh Đồng Tháp"
82,Đồng Tháp,28435,Mỹ Phước Tây,Phường,"Phường Mỹ Phước Tây, Tỉnh Đồng Tháp"
82,Đồng Tháp,30055,Mỹ Quý,Xã,"Xã Mỹ Quý, Tỉnh Đồng Tháp"
82,Đồng Tháp,28456,Mỹ Thành,Xã,"Xã Mỹ Thành, Tỉnh Đồng Tháp"
82,Đồng Tháp,28378,Mỹ Thiện,Xã,"Xã Mỹ Thiện, Tỉnh Đồng Tháp"
82,Đồng Tháp,28261,Mỹ Tho,Phường,"Phường Mỹ Tho, Tỉnh Đồng Tháp"
82,Đồng Tháp,30076,Mỹ Thọ,Xã,"Xã Mỹ Thọ, Tỉnh Đồng Tháp"
82,Đồng Tháp,28603,Mỹ Tịnh An,Xã,"Xã Mỹ Tịnh An, Tỉnh Đồng Tháp"
82,Đồng Tháp,29888,Mỹ Trà,Phường,"Phường Mỹ Trà, Tỉnh Đồng Tháp"
82,Đồng Tháp,28516,Ngũ Hiệp,Xã,"Xã Ngũ Hiệp, Tỉnh Đồng Tháp"
82,Đồng Tháp,28477,Nhị Quý,Phường,"Phường Nhị Quý, Tỉnh Đồng Tháp"
82,Đồng Tháp,30235,Phong Hòa,Xã,"Xã Phong Hòa, Tỉnh Đồng Tháp"
82,Đồng Tháp,30088,Phong Mỹ,Xã,"Xã Phong Mỹ, Tỉnh Đồng Tháp"
82,Đồng Tháp,30025,Phú Cường,Xã,"Xã Phú Cường, Tỉnh Đồng Tháp"
82,Đồng Tháp,30244,Phú Hựu,Xã,"Xã Phú Hựu, Tỉnh Đồng Tháp"
82,Đồng Tháp,28663,Phú Thành,Xã,"Xã Phú Thành, Tỉnh Đồng Tháp"
82,Đồng Tháp,30034,Phú Thọ,Xã,"Xã Phú Thọ, Tỉnh Đồng Tháp"
82,Đồng Tháp,30043,Phương Thịnh,Xã,"Xã Phương Thịnh, Tỉnh Đồng Tháp"
82,Đồng Tháp,29905,Sa Đéc,Phường,"Phường Sa Đéc, Tỉnh Đồng Tháp"
82,Đồng Tháp,28729,Sơn Quy,Phường,"Phường Sơn Quy, Tỉnh Đồng Tháp"
82,Đồng Tháp,30010,Tam Nông,Xã,"Xã Tam Nông, Tỉnh Đồng Tháp"
82,Đồng Tháp,30214,Tân Dương,Xã,"Xã Tân Dương, Tỉnh Đồng Tháp"
82,Đồng Tháp,28738,Tân Điền,Xã,"Xã Tân Điền, Tỉnh Đồng Tháp"
82,Đồng Tháp,28723,Tân Đông,Xã,"Xã Tân Đông, Tỉnh Đồng Tháp"
82,Đồng Tháp,29929,Tân Hộ Cơ,Xã,"Xã Tân Hộ Cơ, Tỉnh Đồng Tháp"
82,Đồng Tháp,28702,Tân Hòa,Xã,"Xã Tân Hòa, Tỉnh Đồng Tháp"
82,Đồng Tháp,29926,Tân Hồng,Xã,"Xã Tân Hồng, Tỉnh Đồng Tháp"
82,Đồng Tháp,28525,Tân Hương,Xã,"Xã Tân Hương, Tỉnh Đồng Tháp"
82,Đồng Tháp,30184,Tân Khánh Trung,Xã,"Xã Tân Khánh Trung, Tỉnh Đồng Tháp"
82,Đồng Tháp,30154,Tân Long,Xã,"Xã Tân Long, Tỉnh Đồng Tháp"
82,Đồng Tháp,30253,Tân Nhuận Đông,Xã,"Xã Tân Nhuận Đông, Tỉnh Đồng Tháp"
82,Đồng Tháp,28468,Tân Phú,Xã,"Xã Tân Phú, Tỉnh Đồng Tháp"
82,Đồng Tháp,28696,Tân Phú Đông,Xã,"Xã Tân Phú Đông, Tỉnh Đồng Tháp"
82,Đồng Tháp,30259,Tân Phú Trung,Xã,"Xã Tân Phú Trung, Tỉnh Đồng Tháp"
82,Đồng Tháp,28321,Tân Phước 1,Xã,"Xã Tân Phước 1, Tỉnh Đồng Tháp"
82,Đồng Tháp,28327,Tân Phước 2,Xã,"Xã Tân Phước 2, Tỉnh Đồng Tháp"
82,Đồng Tháp,28345,Tân Phước 3,Xã,"Xã Tân Phước 3, Tỉnh Đồng Tháp"
82,Đồng Tháp,29938,Tân Thành,Xã,"Xã Tân Thành, Tỉnh Đồng Tháp"
82,Đồng Tháp,30157,Tân Thạnh,Xã,"Xã Tân Thạnh, Tỉnh Đồng Tháp"
82,Đồng Tháp,28693,Tân Thới,Xã,"Xã Tân Thới, Tỉnh Đồng Tháp"
82,Đồng Tháp,28627,Tân Thuận Bình,Xã,"Xã Tân Thuận Bình, Tỉnh Đồng Tháp"
82,Đồng Tháp,30130,Thanh Bình,Xã,"Xã Thanh Bình, Tỉnh Đồng Tháp"
82,Đồng Tháp,28436,Thanh Hòa,Phường,"Phường Thanh Hòa, Tỉnh Đồng Tháp"
82,Đồng Tháp,28426,Thanh Hưng,Xã,"Xã Thanh Hưng, Tỉnh Đồng Tháp"
82,Đồng Tháp,30073,Thanh Mỹ,Xã,"Xã Thanh Mỹ, Tỉnh Đồng Tháp"
82,Đồng Tháp,28444,Thạnh Phú,Xã,"Xã Thạnh Phú, Tỉnh Đồng Tháp"
82,Đồng Tháp,30037,Tháp Mười,Xã,"Xã Tháp Mười, Tỉnh Đồng Tháp"
82,Đồng Tháp,28270,Thới Sơn,Phường,"Phường Thới Sơn, Tỉnh Đồng Tháp"
82,Đồng Tháp,29978,Thường Lạc,Phường,"Phường Thường Lạc, Tỉnh Đồng Tháp"
82,Đồng Tháp,29971,Thường Phước,Xã,"Xã Thường Phước, Tỉnh Đồng Tháp"
82,Đồng Tháp,30001,Tràm Chim,Xã,"Xã Tràm Chim, Tỉnh Đồng Tháp"
82,Đồng Tháp,28285,Trung An,Phường,"Phường Trung An, Tỉnh Đồng Tháp"
82,Đồng Tháp,30046,Trường Xuân,Xã,"Xã Trường Xuân, Tỉnh Đồng Tháp"
82,Đồng Tháp,28651,Vĩnh Bình,Xã,"Xã Vĩnh Bình, Tỉnh Đồng Tháp"
82,Đồng Tháp,28678,Vĩnh Hựu,Xã,"Xã Vĩnh Hựu, Tỉnh Đồng Tháp"
82,Đồng Tháp,28576,Vĩnh Kim,Xã,"Xã Vĩnh Kim, Tỉnh Đồng Tháp"
52,Gia Lai,23954,Al Bá,Xã,"Xã Al Bá, Tỉnh Gia Lai"
52,Gia Lai,23614,An Bình,Phường,"Phường An Bình, Tỉnh Gia Lai"
52,Gia Lai,21697,Ân Hảo,Xã,"Xã Ân Hảo, Tỉnh Gia Lai"
52,Gia Lai,21628,An Hòa,Xã,"Xã An Hòa, Tỉnh Gia Lai"
52,Gia Lai,23617,An Khê,Phường,"Phường An Khê, Tỉnh Gia Lai"
52,Gia Lai,21609,An Lão,Xã,"Xã An Lão, Tỉnh Gia Lai"
52,Gia Lai,21769,An Lương,Xã,"Xã An Lương, Tỉnh Gia Lai"
52,Gia Lai,21910,An Nhơn,Phường,"Phường An Nhơn, Tỉnh Gia Lai"
52,Gia Lai,21925,An Nhơn Bắc,Phường,"Phường An Nhơn Bắc, Tỉnh Gia Lai"
52,Gia Lai,21934,An Nhơn Đông,Phường,"Phường An Nhơn Đông, Tỉnh Gia Lai"
52,Gia Lai,21943,An Nhơn Nam,Phường,"Phường An Nhơn Nam, Tỉnh Gia Lai"
52,Gia Lai,21940,An Nhơn Tây,Xã,"Xã An Nhơn Tây, Tỉnh Gia Lai"
52,Gia Lai,23602,An Phú,Phường,"Phường An Phú, Tỉnh Gia Lai"
52,Gia Lai,21622,An Toàn,Xã,"Xã An Toàn, Tỉnh Gia Lai"
52,Gia Lai,21715,Ân Tường,Xã,"Xã Ân Tường, Tỉnh Gia Lai"
52,Gia Lai,21616,An Vinh,Xã,"Xã An Vinh, Tỉnh Gia Lai"
52,Gia Lai,23798,Ayun,Xã,"Xã Ayun, Tỉnh Gia Lai"
52,Gia Lai,24044,Ayun Pa,Phường,"Phường Ayun Pa, Tỉnh Gia Lai"
52,Gia Lai,23896,Bàu Cạn,Xã,"Xã Bàu Cạn, Tỉnh Gia Lai"
52,Gia Lai,23590,Biển Hồ,Xã,"Xã Biển Hồ, Tỉnh Gia Lai"
52,Gia Lai,21829,Bình An,Xã,"Xã Bình An, Tỉnh Gia Lai"
52,Gia Lai,21733,Bình Dương,Xã,"Xã Bình Dương, Tỉnh Gia Lai"
52,Gia Lai,21907,Bình Định,Phường,"Phường Bình Định, Tỉnh Gia Lai"
52,Gia Lai,21817,Bình Hiệp,Xã,"Xã Bình Hiệp, Tỉnh Gia Lai"
52,Gia Lai,21820,Bình Khê,Xã,"Xã Bình Khê, Tỉnh Gia Lai"
52,Gia Lai,21835,Bình Phú,Xã,"Xã Bình Phú, Tỉnh Gia Lai"
52,Gia Lai,23947,Bờ Ngoong,Xã,"Xã Bờ Ngoong, Tỉnh Gia Lai"
52,Gia Lai,21640,Bồng Sơn,Phường,"Phường Bồng Sơn, Tỉnh Gia Lai"
52,Gia Lai,21997,Canh Liên,Xã,"Xã Canh Liên, Tỉnh Gia Lai"
52,Gia Lai,22006,Canh Vinh,Xã,"Xã Canh Vinh, Tỉnh Gia Lai"
52,Gia Lai,21880,Cát Tiến,Xã,"Xã Cát Tiến, Tỉnh Gia Lai"
52,Gia Lai,23851,Chơ Long,Xã,"Xã Chơ Long, Tỉnh Gia Lai"
52,Gia Lai,24049,Chư A Thai,Xã,"Xã Chư A Thai, Tỉnh Gia Lai"
52,Gia Lai,23830,Chư Krey,Xã,"Xã Chư Krey, Tỉnh Gia Lai"
52,Gia Lai,23722,Chư Păh,Xã,"Xã Chư Păh, Tỉnh Gia Lai"
52,Gia Lai,23887,Chư Prông,Xã,"Xã Chư Prông, Tỉnh Gia Lai"
52,Gia Lai,23942,Chư Pưh,Xã,"Xã Chư Pưh, Tỉnh Gia Lai"
52,Gia Lai,23941,Chư Sê,Xã,"Xã Chư Sê, Tỉnh Gia Lai"
52,Gia Lai,23629,Cửu An,Xã,"Xã Cửu An, Tỉnh Gia Lai"
52,Gia Lai,23563,Diên Hồng,Phường,"Phường Diên Hồng, Tỉnh Gia Lai"
52,Gia Lai,23677,Đak Đoa,Xã,"Xã Đak Đoa, Tỉnh Gia Lai"
52,Gia Lai,23995,Đak Pơ,Xã,"Xã Đak Pơ, Tỉnh Gia Lai"
52,Gia Lai,23644,Đăk Roong,Xã,"Xã Đăk Roong, Tỉnh Gia Lai"
52,Gia Lai,23683,Đak Sơmei,Xã,"Xã Đak Sơmei, Tỉnh Gia Lai"
52,Gia Lai,23842,Đăk Song,Xã,"Xã Đăk Song, Tỉnh Gia Lai"
52,Gia Lai,21859,Đề Gi,Xã,"Xã Đề Gi, Tỉnh Gia Lai"
52,Gia Lai,23857,Đức Cơ,Xã,"Xã Đức Cơ, Tỉnh Gia Lai"
52,Gia Lai,23611,Gào,Xã,"Xã Gào, Tỉnh Gia Lai"
52,Gia Lai,21871,Hòa Hội,Xã,"Xã Hòa Hội, Tỉnh Gia Lai"
52,Gia Lai,21688,Hoài Ân,Xã,"Xã Hoài Ân, Tỉnh Gia Lai"
52,Gia Lai,21664,Hoài Nhơn,Phường,"Phường Hoài Nhơn, Tỉnh Gia Lai"
52,Gia Lai,21655,Hoài Nhơn Bắc,Phường,"Phường Hoài Nhơn Bắc, Tỉnh Gia Lai"
52,Gia Lai,21670,Hoài Nhơn Đông,Phường,"Phường Hoài Nhơn Đông, Tỉnh Gia Lai"
52,Gia Lai,21673,Hoài Nhơn Nam,Phường,"Phường Hoài Nhơn Nam, Tỉnh Gia Lai"
